央视频道,#genre#
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj

影视,#genre#
CHC家庭影院,http://zczb.aylzline.top:8899/rtp/225.1.2.214:11422
CHC动作电影,http://zczb.aylzline.top:8899/rtp/225.1.2.215:11428
CHC影迷电影,http://zczb.aylzline.top:8899/rtp/225.1.2.210:11398
CHC家庭影院,http://api.kkhk.itv888.vip:8080/streams/qja633ty8n/index.m3u8
CHC动作电影,http://api.kkhk.itv888.vip:8080/streams/tbqrnwqrilg/index.m3u8
CHC影迷电影,http://api.kkhk.itv888.vip:8080/streams/narc71xn3d/index.m3u8=
河南乡村频道,http://2g545s5578.qicp.vip:59901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
北京淘剧场,http://36.110.54.118:866/hls/20/index.m3u8
北京淘电影,http://36.110.54.118:866/hls/21/index.m3u8
华数1,http://2g545s5578.qicp.vip:59901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
华数2,http://2g545s5578.qicp.vip:59901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
华数3,http://2g545s5578.qicp.vip:59901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
爱情喜剧,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/aiqingxj/1.m3u8
古装剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/guzhuangjc/1.m3u8
动作电影,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/dongzuody/1.m3u8
军旅剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/junlvjc/1.m3u8
热播精选,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/xiqumd/1.m3u8
家庭剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jiatingjc/1.m3u8
精品综合,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/mingxingdp/1.m3u8
精品大剧,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jdaju/1.m3u8
金牌综艺,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/saishijx/1.m3u8
惊悚悬疑,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jingsongxy/1.m3u8
中国功夫,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/SD-1500k-576P-gzkongfu/1.m3u8
潮妈辣婆,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-1500k-720P-cmlapo/1.m3u8
黑莓电影,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jdianying/1.m3u8
黑莓动画,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/donghuawg/1.m3u8
炫舞未来,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-xwwl/1.m3u8
精品萌宠,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jingpinmc/1.m3u8
梨园,http://183.196.87.176:880/hls/57/index.m3u8 

